week_start,user_id,run_count,total_distance_km,avg_pace_min_per_km,total_elevation_m,total_running_time_s,avg_cadence,avg_hr,longest_run_km,training_load,target_next_week_pace,target_next_week_km
2022-08-01,98093514,5,23.26,6.51,41.1,9088,131.6,156.1,6.86,86.128,6.19,11.12
2022-08-01,32658279,1,10.26,5.88,25.6,3621,83.2,149.0,10.26,47.327,6.74,29.77
2022-08-01,27736141,4,50.57,5.93,84.6,17995,169.3,152.5,24.02,237.629,5.95,52.27
2022-08-01,23177662,6,24.46,5.88,46.3,8633,80.5,145.8,15.01,110.393,6.27,40.72
2022-08-08,7211094,3,21.75,4.55,41.4,5944,86.3,171.4,10.44,88.974,4.33,16.94
2022-08-08,98093514,2,11.12,6.19,18.1,4134,80.5,168.0,6.02,60.975,6.21,4.67
2022-08-08,32658279,3,29.77,6.74,127.7,12038,83.2,138.9,15.07,147.333,6.0,26.44
2022-08-08,27736141,4,52.27,5.95,38.3,18654,171.2,152.7,26.09,245.835,6.01,37.84
2022-08-08,23177662,7,40.72,6.27,58.9,15330,80.5,145.8,21.11,196.029,5.54,10.01
2022-08-15,7211094,3,16.94,4.33,24.2,4397,86.3,169.5,6.31,65.067,4.78,16.98
2022-08-15,98093514,1,4.67,6.21,3.8,1739,80.5,154.5,4.67,23.568,6.26,12.03
2022-08-15,27736141,4,37.84,6.01,51.9,13646,167.8,149.9,15.02,179.709,5.79,24.29
2022-08-15,23177662,1,10.01,5.54,21.0,3331,80.5,145.8,10.01,42.594,5.54,32.06
2022-08-22,13419295,1,5.01,5.28,36.0,1589,181.8,148.9,5.01,20.757,4.65,10.03
2022-08-22,7211094,3,16.98,4.78,32.3,4865,86.3,171.6,8.04,72.905,4.75,22.79
2022-08-22,98093514,2,12.03,6.26,28.5,4522,80.5,136.9,10.01,61.485,6.24,25.83
2022-08-22,32658279,2,26.44,6.0,158.4,9526,83.2,148.0,20.34,130.964,6.97,17.38
2022-08-22,27736141,3,24.29,5.79,31.4,8442,167.5,148.7,11.08,111.606,6.0,80.15
2022-08-22,614320,2,10.44,5.05,17.0,3162,176.8,148.8,5.41,41.21,5.15,41.79
2022-08-22,23177662,5,32.06,5.54,34.5,10662,80.5,145.8,10.01,136.338,5.76,30.53
2022-08-29,7211094,4,22.79,4.75,44.4,6499,86.3,180.0,7.48,102.414,4.64,8.05
2022-08-29,98093514,4,25.83,6.24,56.2,9678,80.5,166.5,11.14,141.905,6.45,20.04
2022-08-29,32658279,3,17.38,6.97,75.7,7270,83.2,130.9,10.8,89.32,6.79,62.25
2022-08-29,27736141,5,80.15,6.0,87.7,28869,168.0,149.2,29.71,382.775,5.96,46.77
2022-08-29,614320,5,41.79,5.15,93.0,12911,173.8,146.1,15.21,164.822,5.58,16.49
2022-08-29,23177662,3,30.53,5.76,29.8,10554,80.5,145.8,15.01,134.957,5.57,25.79
2022-09-05,13419295,2,10.03,4.65,72.1,2799,180.3,148.9,5.02,36.563,5.32,6.01
2022-09-05,7211094,1,8.05,4.64,10.2,2241,86.3,166.3,8.05,32.691,4.51,26.23
2022-09-05,98093514,3,20.04,6.45,29.7,7748,80.5,167.5,10.01,113.962,6.86,35.21
2022-09-05,32658279,3,62.25,6.79,245.8,25351,83.2,144.7,30.09,328.194,7.71,39.21
2022-09-05,27736141,4,46.77,5.96,49.0,16717,170.0,151.7,17.94,222.383,5.9,39.06
2022-09-05,614320,3,16.49,5.58,28.0,5522,166.9,134.6,6.04,64.915,4.93,5.02
2022-09-05,23177662,3,25.79,5.57,38.9,8615,80.5,145.8,10.51,110.162,6.05,21.27
2022-09-12,13419295,1,6.01,5.32,94.1,1920,177.6,148.9,6.01,25.081,4.98,7.11
2022-09-12,7211094,4,26.23,4.51,35.4,7104,86.3,168.5,11.75,103.846,4.87,19.89
2022-09-12,98093514,4,35.21,6.86,46.5,14492,80.5,166.9,21.15,213.082,6.77,17.57
2022-09-12,32658279,2,39.21,7.71,117.3,18149,83.2,138.8,33.14,221.858,7.08,12.05
2022-09-12,27736141,4,39.06,5.9,60.8,13822,169.0,149.3,15.36,180.655,5.69,35.46
2022-09-12,614320,1,5.02,4.93,14.0,1486,177.4,150.6,5.02,19.631,5.21,28.56
2022-09-12,23177662,4,21.27,6.05,37.8,7721,80.5,145.8,10.0,98.731,5.3,15.06
2022-09-19,13419295,1,7.11,4.98,51.1,2124,176.2,148.9,7.11,27.746,5.19,7.67
2022-09-19,7211094,2,19.89,4.87,35.6,5810,86.3,166.1,12.89,84.389,4.91,20.09
2022-09-19,98093514,2,17.57,6.77,11.6,7132,80.5,149.3,12.57,98.763,6.72,26.5
2022-09-19,32658279,2,12.05,7.08,34.8,5119,83.2,144.6,7.05,64.221,6.67,43.17
2022-09-19,27736141,5,35.46,5.69,55.5,12103,171.8,150.6,11.77,160.015,6.21,65.76
2022-09-19,614320,4,28.56,5.21,43.0,8929,174.9,141.8,8.01,110.731,5.19,22.32
2022-09-19,23177662,2,15.06,5.3,24.3,4785,80.5,145.8,10.01,61.187,5.7,38.89
2022-09-26,13419295,1,7.67,5.19,55.1,2386,180.4,148.9,7.67,31.168,5.11,21.49
2022-09-26,7211094,3,20.09,4.91,116.2,5918,86.3,170.0,10.15,88.643,5.26,3.91
2022-09-26,98093514,2,26.5,6.72,93.7,10689,80.5,166.0,21.48,157.327,8.37,10.09
2022-09-26,32658279,1,43.17,6.67,175.4,17269,83.2,154.5,43.17,234.04,5.78,11.16
2022-09-26,27736141,5,65.76,6.21,75.2,24517,167.5,146.9,42.2,318.486,6.13,21.35
2022-09-26,614320,2,22.32,5.19,13.0,6949,174.6,143.6,12.11,87.423,5.19,32.07
2022-09-26,23177662,5,38.89,5.7,131.5,13290,80.5,145.8,15.01,169.943,4.96,5.11
2022-10-03,13419295,2,21.49,5.11,226.8,6589,180.4,148.9,15.02,86.072,4.53,5.04
2022-10-03,32658279,2,11.16,5.78,62.4,3868,83.2,163.3,6.14,54.903,6.41,27.5
2022-10-03,27736141,3,21.35,6.13,29.6,7853,165.9,145.4,10.55,101.165,6.27,21.53
2022-10-03,614320,4,32.07,5.19,98.0,9980,175.9,143.2,13.11,125.978,5.1,10.53
2022-10-03,23177662,1,5.11,4.96,14.7,1519,80.5,145.8,5.11,19.424,4.82,5.11
2022-10-10,13419295,1,5.04,4.53,36.2,1372,178.4,148.9,5.04,17.922,5.06,29.24
2022-10-10,32658279,2,27.5,6.41,26.8,10574,83.2,151.8,21.36,133.098,5.26,5.13
2022-10-10,27736141,3,21.53,6.27,30.5,8103,164.9,145.2,10.11,103.616,5.81,35.86
2022-10-10,614320,2,10.53,5.1,24.0,3220,178.8,145.3,5.42,40.764,5.49,16.52
2022-10-10,23177662,1,5.11,4.82,14.4,1478,80.5,145.8,5.11,18.9,5.61,1.9
2022-10-17,13419295,2,29.24,5.06,308.4,8879,180.4,148.9,21.22,115.986,5.01,22.39
2022-10-17,7211094,1,3.91,5.26,15.5,1233,86.3,184.0,3.91,19.901,4.6,5.08
2022-10-17,32658279,1,5.13,5.26,22.2,1619,83.2,162.5,5.13,23.078,6.24,20.17
2022-10-17,27736141,5,35.86,5.81,58.2,12492,168.3,153.1,10.25,167.369,6.01,33.12
2022-10-17,614320,2,16.52,5.49,12.0,5438,173.3,135.9,10.21,64.56,5.83,36.13
2022-10-17,23177662,1,1.9,5.61,13.3,641,80.5,145.8,1.9,8.197,5.85,5.21
2022-10-24,13419295,3,22.39,5.01,19.8,6728,180.9,148.9,10.04,87.888,5.45,5.01
2022-10-24,7211094,1,5.08,4.6,7.6,1403,86.3,178.0,5.08,21.906,4.67,6.41
2022-10-24,98093514,3,10.09,8.37,15.6,5065,80.5,152.0,5.04,60.2,5.89,9.07
2022-10-24,32658279,2,20.17,6.24,44.9,7549,83.2,155.0,15.13,99.202,5.61,31.52
2022-10-24,27736141,7,33.12,6.01,41.7,11940,167.7,149.5,10.02,156.071,6.13,56.37
2022-10-24,614320,4,36.13,5.83,92.0,12635,174.1,138.4,11.31,154.793,5.29,7.3
2022-10-31,13419295,1,5.01,5.45,36.0,1640,175.4,148.9,5.01,21.423,4.63,5.01
2022-10-31,98093514,2,9.07,5.89,18.9,3205,80.5,146.9,5.03,40.607,5.89,10.2
2022-10-31,32658279,2,31.52,5.61,76.9,10604,83.2,157.2,21.39,148.967,5.72,18.3
2022-10-31,27736141,5,56.37,6.13,72.6,20717,166.4,148.0,21.35,268.986,6.42,59.42
2022-10-31,614320,1,7.3,5.29,8.0,2317,174.6,138.2,7.3,28.089,5.26,39.52
2022-10-31,23177662,1,5.21,5.85,12.9,1829,80.5,145.8,5.21,23.388,5.55,10.62
2022-11-07,7211094,1,6.41,4.67,12.3,1799,86.3,178.8,6.41,28.216,4.95,5.0
2022-11-07,98093514,2,10.2,5.89,69.6,3606,80.5,176.5,5.2,55.816,5.57,11.32
2022-11-07,32658279,3,18.3,5.72,85.6,6282,83.2,157.2,7.04,85.529,6.3,16.19
2022-11-07,27736141,5,59.42,6.42,47.2,22900,166.0,144.4,26.36,292.412,6.3,45.23
2022-11-07,614320,4,39.52,5.26,174.0,12462,173.9,142.6,13.11,155.369,4.82,21.73
2022-11-07,23177662,2,10.62,5.55,13.0,3533,80.5,145.8,5.6,45.177,5.6,24.06
2022-11-14,13419295,1,5.01,4.63,36.0,1394,182.6,148.9,5.01,18.21,4.88,16.79
2022-11-14,98093514,3,11.32,5.57,19.9,3785,80.5,160.7,5.1,54.452,7.18,8.78
2022-11-14,32658279,1,16.19,6.3,74.8,6119,83.2,151.0,16.19,81.05,5.54,16.57
2022-11-14,27736141,4,45.23,6.3,69.8,17093,166.4,147.1,16.23,219.768,6.61,53.02
2022-11-14,614320,5,21.73,4.82,137.0,6282,180.3,149.7,5.1,82.142,5.21,27.96
2022-11-14,23177662,5,24.06,5.6,14.5,8087,80.5,145.8,10.01,103.411,6.09,26.68
2022-11-21,13419295,3,16.79,4.88,73.6,4922,184.5,148.9,8.02,64.296,4.5,15.78
2022-11-21,27736141,4,53.02,6.61,79.5,21032,165.7,147.7,30.13,270.718,6.03,40.49
2022-11-21,614320,4,27.96,5.21,70.0,8743,174.8,136.6,11.21,104.353,5.18,33.54
2022-11-21,23177662,4,26.68,6.09,48.9,9757,80.5,145.8,21.12,124.765,5.7,33.05
2022-11-28,13419295,3,15.78,4.5,100.6,4260,189.1,148.9,5.39,55.648,4.6,15.05
2022-11-28,32658279,2,16.57,5.54,101.6,5513,83.2,162.1,9.89,78.779,4.98,5.04
2022-11-28,27736141,3,40.49,6.03,95.0,14651,168.3,154.1,20.41,197.09,5.81,28.96
2022-11-28,614320,3,33.54,5.18,63.0,10427,174.7,143.0,13.02,130.648,5.05,12.02
2022-11-28,23177662,4,33.05,5.7,53.5,11295,80.5,145.8,12.01,144.432,5.64,31.73
2022-12-05,13419295,3,15.05,4.6,108.2,4151,183.1,148.9,5.02,54.225,4.86,17.86
2022-12-05,32658279,1,5.04,4.98,17.4,1507,83.2,170.5,5.04,22.539,5.09,5.0
2022-12-05,27736141,3,28.96,5.81,55.5,10094,172.3,157.0,15.97,136.084,5.95,16.28
2022-12-05,614320,2,12.02,5.05,47.0,3639,174.6,132.1,6.01,42.168,5.21,15.05
2022-12-05,23177662,7,31.73,5.64,64.8,10734,80.5,145.8,10.02,137.259,5.94,38.94
2022-12-12,13419295,3,17.86,4.86,142.4,5212,177.3,148.9,6.17,68.084,4.71,21.35
2022-12-12,32658279,1,5.0,5.09,19.8,1526,83.2,166.7,5.0,22.314,6.72,10.11
2022-12-12,27736141,2,16.28,5.95,8.5,5817,172.7,156.2,11.32,77.692,5.95,47.08
2022-12-12,614320,2,15.05,5.21,39.0,4708,176.8,144.2,10.04,59.024,5.3,60.25
2022-12-12,23177662,7,38.94,5.94,91.8,13878,80.5,145.8,15.01,177.462,5.65,41.15
2022-12-19,13419295,4,21.35,4.71,187.5,6031,184.4,148.9,8.01,78.783,4.82,20.1
2022-12-19,7211094,1,5.0,4.95,14.2,1487,86.3,184.7,5.0,24.092,4.61,10.12
2022-12-19,32658279,1,10.11,6.72,169.8,4076,83.2,140.4,10.11,50.199,5.96,8.09
2022-12-19,27736141,6,47.08,5.95,38.9,16802,168.1,145.0,11.16,216.367,6.51,46.41
2022-12-19,614320,5,60.25,5.3,131.0,19171,174.3,134.4,17.21,227.517,5.27,40.26
2022-12-19,23177662,4,41.15,5.65,41.6,13963,80.5,145.8,21.11,178.549,5.44,16.55
2022-12-26,13419295,3,20.1,4.82,36.5,5808,181.2,148.9,10.06,75.87,5.22,30.6
2022-12-26,7211094,2,10.12,4.61,14.0,2799,86.3,181.5,5.07,44.584,4.75,4.9
2022-12-26,98093514,2,8.78,7.18,26.8,3785,80.5,170.6,5.19,56.614,6.66,2.35
2022-12-26,32658279,1,8.09,5.96,68.6,2891,83.2,147.9,8.09,37.507,6.1,33.67
2022-12-26,27736141,3,46.41,6.51,44.5,18114,164.9,142.9,21.37,223.917,5.88,35.65
2022-12-26,614320,5,40.26,5.27,152.0,12741,175.3,131.3,13.11,146.088,5.43,68.24
2022-12-26,23177662,3,16.55,5.44,37.7,5402,80.5,145.8,10.01,69.077,5.81,46.67
2023-01-02,13419295,5,30.6,5.22,308.6,9594,177.8,148.9,10.03,125.327,5.1,37.78
2023-01-02,7211094,1,4.9,4.75,16.8,1396,86.3,177.7,4.9,21.76,4.73,4.56
2023-01-02,98093514,1,2.35,6.66,17.4,939,80.5,115.6,2.35,9.522,6.39,8.89
2023-01-02,32658279,5,33.67,6.1,117.6,12333,83.2,152.9,10.14,160.902,5.56,12.38
2023-01-02,27736141,5,35.65,5.88,39.0,12583,170.2,148.5,9.34,162.082,5.07,17.21
2023-01-02,614320,5,68.24,5.43,193.0,22243,175.2,133.5,23.2,260.875,5.29,49.73
2023-01-02,23177662,6,46.67,5.81,73.8,16258,80.5,145.8,10.02,207.896,5.16,32.07
2023-01-09,13419295,7,37.78,5.1,280.6,11551,178.9,148.9,12.03,150.891,4.63,19.4
2023-01-09,7211094,1,4.56,4.73,18.0,1294,86.3,171.7,4.56,19.489,4.68,15.19
2023-01-09,32658279,3,12.38,5.56,24.0,4128,83.2,151.4,6.06,56.699,5.31,15.05
2023-01-09,27736141,5,17.21,5.07,182.1,5230,179.9,158.7,5.03,72.718,5.88,51.65
2023-01-09,614320,5,49.73,5.29,194.0,15775,172.4,133.0,18.01,185.859,5.56,49.13
2023-01-09,23177662,6,32.07,5.16,86.4,9922,80.5,145.8,10.01,126.875,5.68,34.28
2023-01-16,13419295,6,19.4,4.63,208.6,5392,183.9,148.9,6.0,70.436,4.91,40.46
2023-01-16,7211094,3,15.19,4.68,24.4,4260,86.3,175.1,5.12,65.409,4.55,7.64
2023-01-16,98093514,2,8.89,6.39,12.9,3410,80.5,176.8,5.04,53.023,6.05,10.11
2023-01-16,32658279,2,15.05,5.31,43.0,4801,83.2,167.8,10.01,70.927,6.17,28.94
2023-01-16,27736141,5,51.65,5.88,37.9,18210,168.6,141.3,20.21,232.283,5.87,56.01
2023-01-16,614320,4,49.13,5.56,83.0,16404,171.9,123.0,20.01,174.954,5.46,28.27
2023-01-16,23177662,6,34.28,5.68,81.8,11681,80.5,145.8,10.02,149.368,5.55,40.07
2023-01-23,13419295,6,40.46,4.91,144.7,11912,182.2,148.9,13.02,155.607,5.22,27.06
2023-01-23,7211094,1,7.64,4.55,91.2,2084,86.3,160.9,7.64,29.414,4.45,11.68
2023-01-23,98093514,2,10.11,6.05,68.5,3671,80.5,171.0,5.18,55.072,5.94,10.99
2023-01-23,32658279,6,28.94,6.17,175.0,10716,83.2,144.5,10.37,138.59,5.19,4.96
2023-01-23,27736141,6,56.01,5.87,74.8,19738,169.6,146.1,16.14,252.583,5.95,52.3
2023-01-23,614320,3,28.27,5.46,113.0,9260,172.3,127.7,10.33,103.24,5.59,19.11
2023-01-23,23177662,6,40.07,5.55,89.5,13335,80.5,145.8,10.02,170.518,5.58,41.98
2023-01-30,13419295,6,27.06,5.22,209.5,8470,178.4,148.9,8.02,110.644,5.05,27.77
2023-01-30,98093514,3,10.99,5.94,41.9,3918,80.5,162.7,5.11,56.741,6.35,15.1
2023-01-30,27736141,5,52.3,5.95,51.6,18662,167.7,143.6,21.12,235.706,5.93,62.38
2023-01-30,614320,2,19.11,5.59,29.0,6416,171.6,128.5,13.71,72.384,5.64,31.02
2023-01-30,23177662,5,41.98,5.58,77.2,14048,80.5,145.8,21.12,179.636,5.44,20.05
2023-02-06,13419295,3,27.77,5.05,54.4,8413,181.3,148.9,15.02,109.899,5.23,16.03
2023-02-06,7211094,2,11.68,4.45,15.4,3121,86.3,182.8,6.67,49.888,4.98,17.88
2023-02-06,98093514,4,15.1,6.35,54.5,5754,80.5,156.5,6.1,81.999,6.58,13.13
2023-02-06,27736141,5,62.38,5.93,25.0,22177,168.8,145.0,24.03,282.0,5.85,58.33
2023-02-06,614320,2,31.02,5.64,93.0,10500,173.5,132.2,20.01,122.48,5.54,63.55
2023-02-06,23177662,4,20.05,5.44,35.0,6549,80.5,145.8,5.01,83.744,5.52,42.5
2023-02-13,13419295,2,16.03,5.23,80.2,5027,180.7,148.9,10.02,65.668,5.18,10.46
2023-02-13,7211094,3,17.88,4.98,27.8,5348,86.3,172.6,7.86,80.069,5.07,31.29
2023-02-13,98093514,2,13.13,6.58,29.2,5186,80.5,173.9,8.1,78.713,6.47,23.29
2023-02-13,32658279,1,4.96,5.19,14.4,1544,83.2,171.9,4.96,23.282,6.05,11.06
2023-02-13,27736141,5,58.33,5.85,57.5,20461,170.4,147.5,19.73,263.736,5.81,59.89
2023-02-13,614320,5,63.55,5.54,113.0,21126,172.4,133.2,19.01,245.038,5.56,79.34
2023-02-13,23177662,5,42.5,5.52,93.5,14080,80.5,145.8,21.11,180.045,5.14,27.06
2023-02-20,13419295,2,10.46,5.18,6.0,3249,174.0,148.9,5.45,42.442,6.1,6.01
2023-02-20,7211094,7,31.29,5.07,49.8,9524,86.3,166.2,11.78,138.216,4.89,32.63
2023-02-20,98093514,5,23.29,6.47,38.4,9035,80.5,161.8,7.06,132.078,6.3,17.41
2023-02-20,32658279,2,11.06,6.05,43.6,4017,83.2,156.5,6.04,54.33,7.09,0.22
2023-02-20,27736141,4,59.89,5.81,27.9,20864,172.0,147.8,28.02,266.149,6.02,69.04
2023-02-20,614320,5,79.34,5.56,125.0,26444,173.4,127.8,22.01,301.324,5.4,50.84
2023-02-20,23177662,4,27.06,5.14,68.4,8337,80.5,145.8,10.02,106.608,6.01,20.53
2023-02-27,13419295,1,6.01,6.1,43.2,2201,170.8,148.9,6.01,28.752,5.6,20.05
2023-02-27,7211094,6,32.63,4.89,73.6,9567,86.3,165.0,6.03,137.909,5.11,52.48
2023-02-27,98093514,3,17.41,6.3,23.0,6576,80.5,162.7,8.23,94.203,6.63,31.49
2023-02-27,32658279,1,0.22,7.09,1.2,92,83.2,121.8,0.22,0.983,6.98,27.25
2023-02-27,27736141,5,69.04,6.02,33.2,24933,168.0,143.7,32.01,313.221,5.88,67.11
2023-02-27,614320,4,50.84,5.4,88.0,16476,173.8,131.5,20.01,195.611,5.7,36.63
2023-03-06,13419295,2,20.05,5.6,144.0,6736,172.9,148.9,15.03,87.992,4.91,23.05
2023-03-06,7211094,9,52.48,5.11,113.6,16105,86.3,155.9,10.08,222.728,4.76,29.54
2023-03-06,98093514,5,31.49,6.63,61.4,12523,80.5,154.7,10.2,173.677,7.01,15.18
2023-03-06,32658279,4,27.25,6.98,57.0,11415,83.2,138.2,11.09,137.105,5.58,25.1
2023-03-06,27736141,5,67.11,5.88,38.8,23691,169.3,144.8,24.02,299.429,6.11,68.2
2023-03-06,614320,3,36.63,5.7,80.0,12529,171.9,127.2,19.01,140.999,5.54,44.14
2023-03-06,23177662,3,20.53,6.01,25.6,7404,80.5,145.8,10.01,94.677,5.99,10.21
2023-03-13,13419295,2,23.05,4.91,134.0,6785,179.6,148.9,18.03,88.633,5.13,34.27
2023-03-13,7211094,7,29.54,4.76,65.0,8442,86.3,159.2,7.92,118.354,4.6,21.59
2023-03-13,98093514,2,15.18,7.01,37.3,6384,80.5,162.6,10.13,89.142,6.32,20.63
2023-03-13,32658279,4,25.1,5.58,113.8,8407,83.2,151.3,14.31,113.189,6.69,21.87
2023-03-13,27736141,4,68.2,6.11,7.8,25003,169.3,146.3,34.39,319.315,6.15,77.65
2023-03-13,614320,3,44.14,5.54,107.0,14672,172.7,139.9,20.01,183.358,5.47,16.21
2023-03-13,23177662,2,10.21,5.99,24.2,3671,80.5,145.8,5.21,46.942,5.45,20.08
2023-03-20,13419295,2,34.27,5.13,246.2,10556,176.1,148.9,21.24,137.893,5.08,37.33
2023-03-20,7211094,4,21.59,4.6,112.0,5958,86.3,165.0,9.92,89.451,4.97,35.24
2023-03-20,98093514,3,20.63,6.32,159.0,7826,80.5,165.7,10.51,113.156,6.69,25.53
2023-03-20,27736141,5,77.65,6.15,62.4,28646,169.4,146.0,34.05,361.229,6.0,65.39
2023-03-20,614320,2,16.21,5.47,58.0,5325,171.8,126.4,9.5,59.496,5.3,31.05
2023-03-20,23177662,4,20.08,5.45,37.1,6569,80.5,145.8,5.03,84.0,5.24,15.03
2023-03-27,13419295,2,37.33,5.08,96.4,11376,180.7,148.9,25.06,148.605,5.94,55.04
2023-03-27,7211094,6,35.24,4.97,77.8,10510,86.3,158.0,15.02,148.542,4.78,44.28
2023-03-27,98093514,3,25.53,6.69,48.6,10242,80.5,168.7,10.27,149.726,6.09,18.23
2023-03-27,32658279,4,21.87,6.69,67.8,8782,83.2,139.8,8.06,107.226,6.36,13.9
2023-03-27,27736141,5,65.39,6.0,36.3,23529,168.0,145.2,30.07,299.557,6.04,66.26
2023-03-27,614320,2,31.05,5.3,124.0,9871,175.4,145.7,21.05,127.081,5.14,16.52
2023-03-27,23177662,3,15.03,5.24,24.9,4722,80.5,145.8,5.01,60.382,5.53,20.43
2023-04-03,13419295,2,55.04,5.94,837.7,19607,181.1,148.9,50.03,256.126,5.62,5.03
2023-04-03,7211094,5,44.28,4.78,66.0,12695,86.3,160.4,19.6,178.153,4.85,44.8
2023-04-03,98093514,3,18.23,6.09,27.2,6663,80.5,167.4,10.16,98.221,7.61,15.22
2023-04-03,27736141,8,66.26,6.04,42.9,24027,166.6,141.2,25.06,301.358,5.88,45.09
2023-04-03,614320,2,16.52,5.14,27.0,5096,173.6,140.9,11.11,61.894,5.09,48.75
2023-04-03,23177662,2,20.43,5.53,22.2,6774,80.5,145.8,10.41,86.621,5.55,41.28
2023-04-10,13419295,1,5.03,5.62,107.3,1696,175.6,148.9,5.03,22.155,5.3,50.48
2023-04-10,7211094,6,44.8,4.85,178.6,13045,86.3,156.1,21.14,186.148,5.29,35.5
2023-04-10,98093514,2,15.22,7.61,32.7,6951,80.5,152.3,10.19,95.314,7.57,15.12
2023-04-10,32658279,2,13.9,6.36,49.8,5303,83.2,159.8,8.89,74.947,6.7,17.23
2023-04-10,27736141,4,45.09,5.88,32.9,15917,171.0,145.4,19.22,203.119,6.52,60.07
2023-04-10,614320,5,48.75,5.09,168.0,14883,173.3,135.3,13.21,177.183,5.17,35.62
2023-04-10,23177662,4,41.28,5.55,55.1,13755,80.5,145.8,21.23,175.889,5.44,10.26
2023-04-17,13419295,2,50.48,5.3,53.8,16066,179.1,148.9,42.4,209.87,6.04,6.02
2023-04-17,7211094,4,35.5,5.29,43.4,11257,86.3,162.5,18.39,154.56,4.8,44.25
2023-04-17,98093514,2,15.12,7.57,43.0,6864,80.5,149.2,10.06,91.551,7.2,8.58
2023-04-17,32658279,2,17.23,6.7,103.6,6930,83.2,140.8,10.03,85.719,6.55,12.07
2023-04-17,27736141,4,60.07,6.52,36.8,23506,167.1,147.3,42.24,295.821,4.81,5.01
2023-04-17,614320,3,35.62,5.17,60.0,11055,173.5,137.0,15.21,133.021,5.44,37.71
2023-04-17,23177662,2,10.26,5.44,26.1,3350,80.5,145.8,5.21,42.837,5.44,20.08
2023-04-24,7211094,7,44.25,4.8,72.0,12740,86.3,159.5,10.15,177.692,4.96,42.34
2023-04-24,98093514,2,8.58,7.2,12.9,3703,80.5,158.4,5.05,51.618,6.34,19.06
2023-04-24,32658279,2,12.07,6.55,39.2,4741,83.2,138.8,7.06,57.551,8.36,31.1
2023-04-24,27736141,1,5.01,4.81,4.3,1447,186.6,168.7,5.01,21.413,5.89,13.13
2023-04-24,614320,3,37.71,5.44,107.0,12302,172.2,141.7,19.1,154.206,5.47,32.65
2023-04-24,23177662,3,20.08,5.44,37.9,6555,162.2,145.8,10.01,83.821,5.78,15.26
2023-05-01,7211094,4,42.34,4.96,107.8,12589,86.3,160.5,22.2,176.061,4.71,24.64
2023-05-01,98093514,4,19.06,6.34,27.1,7251,80.5,170.8,5.35,108.567,6.28,5.13
2023-05-01,32658279,3,31.1,8.36,103.6,15603,83.2,136.0,14.85,186.117,7.25,42.12
2023-05-01,27736141,2,13.13,5.89,11.3,4638,173.4,160.9,8.02,38.63,5.78,25.06
2023-05-01,614320,4,32.65,5.47,31.0,10719,175.2,137.5,20.01,134.022,5.43,101.27
2023-05-01,23177662,2,15.26,5.78,16.3,5292,163.8,145.8,10.25,67.67,5.69,35.05
2023-05-08,13419295,1,6.02,6.04,59.9,2180,174.6,148.9,6.02,28.477,4.85,5.02
2023-05-08,7211094,4,24.64,4.71,41.6,6958,86.3,157.8,10.01,97.897,4.9,37.69
2023-05-08,98093514,1,5.13,6.28,5.0,1932,80.5,169.2,5.13,28.675,7.44,15.3
2023-05-08,32658279,5,42.12,7.25,126.0,18314,83.2,134.5,21.04,216.004,8.21,26.87
2023-05-08,27736141,4,25.06,5.78,6.5,8695,169.5,153.8,10.02,117.338,6.26,27.86
2023-05-08,614320,9,101.27,5.43,152.0,33015,175.5,138.8,21.3,406.272,5.54,35.03
2023-05-08,23177662,4,35.05,5.69,68.2,11964,162.0,145.8,10.01,152.987,5.8,35.07
2023-05-15,13419295,1,5.02,4.85,36.1,1460,177.4,148.9,5.02,19.072,5.73,6.08
2023-05-15,7211094,6,37.69,4.9,62.4,11086,86.3,156.7,15.22,151.457,4.79,20.17
2023-05-15,98093514,2,15.3,7.44,46.6,6829,80.5,155.3,10.3,31.809,6.73,16.93
2023-05-15,32658279,2,26.87,8.21,80.4,13231,83.2,130.0,16.77,151.441,5.96,18.27
2023-05-15,27736141,4,27.86,6.26,44.3,10460,166.6,145.6,8.5,133.574,6.39,16.13
2023-05-15,614320,4,35.03,5.54,280.0,11638,174.6,142.0,13.01,145.991,5.44,29.82
2023-05-15,23177662,5,35.07,5.8,30.0,12204,162.2,145.8,10.02,156.056,5.77,36.23
2023-05-22,13419295,1,6.08,5.73,4.4,2090,168.8,141.3,6.08,25.905,5.0,5.02
2023-05-22,7211094,6,20.17,4.79,23.6,5799,86.3,162.9,5.13,83.783,4.78,13.25
2023-05-22,98093514,3,16.93,6.73,22.9,6832,80.5,163.4,6.22,98.127,6.22,15.59
2023-05-22,32658279,3,18.27,5.96,53.4,6530,167.4,155.3,7.2,85.549,6.47,44.87
2023-05-22,27736141,1,16.13,6.39,18.1,6181,165.0,158.3,16.13,85.829,6.25,25.27
2023-05-22,614320,3,29.82,5.44,79.0,9728,174.7,128.1,14.1,109.735,5.79,18.15
2023-05-22,23177662,3,36.23,5.77,44.5,12550,160.8,145.8,21.11,160.48,5.8,40.17
2023-05-29,13419295,1,5.02,5.0,244.0,1504,177.6,151.5,5.02,19.987,5.32,33.14
2023-05-29,7211094,6,13.25,4.78,13.8,3801,86.3,165.5,4.99,55.702,4.75,64.17
2023-05-29,98093514,3,15.59,6.22,14.3,5816,80.5,158.6,10.13,83.347,6.89,12.15
2023-05-29,32658279,5,44.87,6.47,358.7,17409,165.4,135.4,14.14,207.179,6.73,49.59
